WISEID,Answer,KIScore
136394,The atmosphere because it is around Earth and protecting it from the suns rays.,3
136422,I think it is the sun because sun passes through the glass panels and heats the inside of the greenhouse. ,3
136410,"Because it is a layer that surrounds the earth, traps heat, and does not let it escape.",3
136396,because the glass reflects heat ,2
136426,Trapping the rays in.,3
136413,"The atmosphere reflects heat around the earth and goes all around, the glass is like an atmosphere.",2
136453,"The atmosphere is acting like the glass of a greenhouse which is reflecting the light back at the Earth, creating heat.",3
136451,Because it is reflecting the solar energy just like the glass would.,3
136462,"The atmosphere refelcts the ligth back into space, but stores a little part of the radaion",3
136481,The atmosphere is like the glass of a greenhouse because it's like it bouncing back inside of the atmosphere like the heat does in a greenhouse.,3
136460,The atmosphere surrounds the earth kind of like the glass in the greenhouse. Also the arrows are bouncing off the earth like they did to the plants and then they can't escape through the atmosphere. ,2
136457,"Well, the atmosphere is kinda the only thing that floats invisibly above space. Excluding space at least. Also, don't 1 or 2 of the layers in the atmosphere have a lot of heat of at least catches a lot..?",2
136459,The sun looks like it's beating down on the greenhouse because the sun probably found something it could work on,2
136476,The green room is supposed to let the suns raise come in and keep the green room hot.,4
136456,"The atmosphere is thick enough to trap the heat on Earth, which basically keeps us alive.",3
136483,I think this because the glass of the green house does the same job the atmosphere.,2
136463,The atmosphere traps the heat just like the glass.,3
136450,It is like the atmosphere because it keeps in the heat.,3
136482,,1
136467,"The atmosphere, is cleary stopping the heat from leaving.And the arrows don't move past the atmosphere.",3
136454,I think its the Atmoshere because its one the earth's layers.,2
136465,"The atmosphere keeps the heat inside of earth
",3
136477,The atmosphere because the atmosphere is reflecting to.,2
136468,The atmosphere is like the glass because that's what keeps us breathing so its like barrier protecting us by not let the air out.,2
136461,the Earth looks like most of the light is being reflected because the Earth is made of bright colors so most of the light is reflected just like glass,3
136475,The sun keeps the greenhouse hotter because the sun has energy.,2
141559,well earth can take heat and let some out so it can be kinda like a green house but will like millions of people ,2
136485,,1
136452,It is bouncing off.,2
136471,the sun goes threw glass,3
136474,"The heat bounces back, like in picture A, to Earth.",2
141560,,1
136469,I picked that answer because the sun is shinning down and earth is refecting it and the atmoshere is containing it.,3
141561,I think it's the atmosphere because on the earth picture it has a layer above it like the earth is the house and the atmosphere is the roof/glass.,2
136480,Because the sun hit the greenhouse and reflected back somewhere else into space probably.,2
136464,"The reason is that the Atmosphere covers the Earth, and keeps us safe you could say. And the Green House is like the Atmosphere for plants, it provides what it needs. And that is my reasoning.",2
136455,The greenhouse's glass roof (at least I think it's glass),2
136492,I think it is atmosphere because in picture B the atmosphere is trapping the heat from come out.,3
136500,I chose the sun because it is moving very crookedly like the red lines in the green house.,2
136494,I chose the atmosphere because it holds the heat from the sun that goes off the Earth and into the atmosphere.,2
136495,"The atmosphere is like the glass because it absorbs UV light and it hovers over and all around Earth, just like the glass.",3
136499,"I think the glass from the greenhouse would be the atmosphere. I say this because the sun shines through the atmosphere and the atmosphere keeps in the good heat, and throughs out the bad.",3
136489,"I said the atmosphere because like the glass of a green house, the atmosphere is keeping everything inside of the area. Although the greenhouse gases keep the heat inside too.",3
136498,The atmosphere is like the glass of the greenhouse because the atmosphere keeps the warm air enclosed so it doesn't escape. ,3
136503,It is Atmosphere because the Atmosphere is between the greenhouse and the sun.,2
136509,The plants will asorb the sunlight and the plants have water insied of them to.,3
141563,the sun is going too refect to the window,2
136504,I think it is the atmosphere is the glass because the glass makes all the energy's reflect the sun from the glass . that is why I think that the atmosphere is the glass .,3
136490,The red lines are the sun radiations and the blue lines what is happening in the atmosphere. The inside of the greenhouse and the outside is space and where the sun is. The atmosphere is protecting us from the ragging hot sun waves and rays.,3
136516,The atmosphere doesn't let oxygen escape.,2
136507,The glass acts like the atmosphere because heat come through it but cannot escape.,4
136515,The atmosphere because it was keeping the heat inside.,3
136501,"The atmosphere is like the green house window because it lets the heat in, but does not let the heat out of its ""protective"" layer.",4
136505,"I chose earth, because if the sun is going down on the green house glass, the glass is sort of like the the earths crust where the sun is beating down on the crust.",2
,,1
136491,"The glass in the greenhouse moves the sunlight on other things wildly, just like the atmosphere.",3
136511,because there are 4 different layers helping out earth ,2
136513,Because in this situation I think the greenhouse is so post to represent the earth by showing about the atmosphere.,2
136502,It is because heat is coming which came from the sun.,2
136508,I chose Atmosphere because in picture B there is a circle shape around the earth. That's why ichose atmosphere.,2
136493,,1
136518,,1
136512,The heat energy bounces off of the layers in the atmosphere it looked like and it didn't go straight back to the sun.,2
136506,The atmosphere acts like glass in a greenhouse because the atmosphere has a ozone which absorbs and reflects light.,3
136497,"That is because above the earth is the atmoshere.                                                                                          
                                                                                                                                                                             ",2
136514,I chose the atmosphere because when I look at the arrows that are coming from the sun it looks like the arrows are coming from the sun staying inside the atmosphere area and said that picture B was a picture of the green house with glass the glass holds in all the heat so I mainly thought it was the atmosphere because it looks like all the heat from the sun seems to be trapped inside the atmosphere.,2
136519,The green house is like the earth because the heat and light comes from the sun but now its trapped by the     green house like what the earth does.When light hits earth it gives us light and height like it does to earth.,4
136522,The atmosphere is like the glass of the greenhouse because it can absorb light.,3
136496,traped heat in ozone,2
136517,"This is because the gases go from Earth to space, but get blocked by the atmosphere and bounce back.",2
136520,,1
136571,The atmospher is like a window also reflecting most of the light but light is still cominig in helping the plants and things grow.,4
136550,"The atmosphere looks like it could be the house, its on the outside like the roof and the sun waves go through a little.",2
136557,"Earth is the planet, which is the one who bounces the heat. The sun is 93 million miles away from Earth, and is the one radiating heat. Space is the place where the heat travels through.",3
136566,the glass will take the sun's heat then the sun's heat can't escape. that is like what the atmosphere is doing.,2
136558,I picked that because the suns rays are going right through.,3
136555,The atmosphere is like a roof around the Earth so the heat wont go out.,3
136563,The ozone layer keeps the heat in.,2
136556,I chose the sun because the other answers make no sense in any way. ,2
136569,"The atmosphere is like the glass, trapping some heat inside it.",3
136574,I think it is the atmosphere because it is above earth and because I heard that one of the atmosphere's layers is really hot because it traps the energy.,4
136565,,1
136561,The atmosphere owns and keeps territory of the ozone layer which keeps the heat inside.,2
136583,I said this because the gasses we create can trap heat inside the atmosphere.,3
136551,the atmosphere traps the sun like a greenhouse  ,3
136549,"The atmosphere is like a green house, because sun light passes right threw it into earth, just like glass in the green house.",4
136570,The heat from the sun enters the atmosphere and the atmosphere prevents the heat from escaping.,2
136560,Becasue in the atmosphere it bounces around like it does in the other picture,2
136572,Earth becasue it traps the heat,3
136559,It stops at the atmosphere.,2
136564,"The atmosphere is like the glass of a greenhouse because the heat can come inside it, but it can not get out, it just bounces off the atmosphere.",4
136567,The atmosphere because it keeps the heat energy but no direct heat. ,3
136553,because in the real one it shows the blue arrows pointing to the glass and in B the earth has blue lines pointing to the dotted line.,2
136546,"The atmosphere is like glass on a greenhouse, it keeps in some sunlight or heat and uses it to our advantage.",4
136580,The glass of the green house is like the atmosphere because the sunlight is reflecting off of it.,3
136576,i choose this answer because in the atmosphere there are four layers the mesosphere the thermosphere the stratosphere and the troposphere they all transfer that heat threw to the earth and then come back up and get traped so that there is heat on earth for people to live.,4
136355,"I chose atmosphere because when the light passes through the glass, it can't really escape, so when the arrows touch the thermosphere, it bounces back towards the Earth again.",5
136351,I chose earth because when the sun hits key points in the earth the sun beam will reflect back to the atmosphere.,2
136389,"The glass of the greenhouse keeps the solar radiation that comes in, in. It also reflects some of the solar radiation. This is what the atmosphere does for the Earth. It does reflect some solar radiation but it also makes the heat that comes in the atmosphere stay in the atmosphere.",5
136373,The sun is literally going inside of the greenhouse and heating things up. ,2
136377,i choose the earth because the sun reflects on the earth and makes the earth heat up ,2
136366,It's the atmostsphere shows it being the class because it picture B its shows the sun reflecting off of the atmostphere so the glass is that.,2
136356,I think that the atmosphere is like the glass in the greenhouse because the greenhouse glass absorbs the solar radiation and traps it in because the glass reflects the solar radiation. Just like the atmosphere. The sun gives solar radiation to the earth but once it enters the atmosphere it's trapped because it reflects the solar radiation like the greenhouse glass.,4
136363,The atmosphere would try and keep the heat from escaping.,3
136375,The atmosphere acts like the glass because it reflects most heat but traps what ever heat managed to get in.,3
136370,I let some things in and it doesn't let other things in.,2
136391,I chose this awnser because in the picture of the earth it has the light bouncing off the glass acting as earth.,2
136404,"The earth seems to be reflecting the sun, but I don't know why.",2
136411,Because the atmosphere is like the glass because it can trap the heat,3
136400,The atmosphere reflects the heat back down to earth.,2
136460,The glass on the greenhouse gas acts like insulation by trapping the heat. The atmosphere is doing the same thing by trapping or stopping the heat from escaping. ,3
136476,I think the atmosphere is most like the green house gases because the atmosphere lets the suns raise in and then does not let it out.,5
136462,The Atmosphere absorbs some of the suns radiaon rays. Some of the rays leave the atmosphere to go into space. The energy that traps in the atmosphere are being used. ,5
136504,I think it is the atmosphere because like the atmosphere it is made of different types of gasses .,2
136500,I said this because it is like the plastic wrap. It holds in the gas.,2
136490,the atmosphere in the earth picture shows the glass as the atmosphere and the inside of the greenhouse is earth.,2
136505,"The glass is like the Earth because it is the part that reflects and absorbs the suns light, and heat.",3
136509,The Eath asorbs heat and reflrts heat.,2
136519,The sun shoots sun rays and makes the greenhouse hot because of sun rays but the heat cant get up.,4
136495,"The atmosphere is like the glass of the greenhouse because it lets in heat, but doesn't let as much out.",3
136550,"The atmosphere is above the earth, like the glass, it also has the ozone layer which absorbs light, almost like the glass, it also does let light in like the other layers.",3
136572, The atmosphere is trapping the heat and reflecting the sun to the earth. ,3
136557,"The imaginative line is the atmosphere because the atmosphere is like the glass, the Earth is like the plants, the sun is the generator, and space is just where heat travels.",2
136563,the atmosphere traps heat in,3
136518,"I think it is the atmosphere because like the atmosphere it is made of different types of gasses. The greenhouse will absorb some heat and reflect some heat like the atmosphere. The atmosphere is like the glass of the greenhouse because it can absorb light. Also, the greenhouse will absorb some heat and reflect some heat like the atmosphere.",3
136381,"The atmosphere is like the glass of the greenhouse because in picture A the heat goes in, and when it bounces off the objects inside, the glass reflects the heat, and the heat is stuck in there. The atmosphere is doing the exact same thing.",3
136359,I choose got this answer because the the sun goes start through the glass and the sun also goes straight through the atmosphere just like the gas.,3
136372,"The atmosphere is like the glass in the greenhouse because the glass if covering it, like the atmosphere, and the glass if preventing too much heat come in like the atmosphere.",2
136382,"It is like the atmosphere because it lets heat in and traps the heat that does come in, but it also reflects some heat. Just like the glass on the greenhouse.",4
136683,because the light tranfurs from both of them and dose not let then esape,4
136390,I think that the atmosphere is like the glass of the greenhouse because it is acting like a reflector and reflecting the sunlight. The greenhouse glass is acting like a shield reflecting the light and heat. Same as the atmosphere.   ,3
136388,"The atmosphere lets some sun in like the glass and keeps it there because it reflects off the Earth, back to the atmosphere and back to Earth.",3
136362,The glass is like the protector it is around the greenhouse gasses SO in the picture the atmosphere is the glass. It kepps in the greenhouse gases otherwise they would just move so much and not stay in there.,2
136374,Because some light is being reflected and some is being absorbed. ,3
136380,The atmosphere is like the glass of a greenhouse house because it is keeping the heat inside the earth like the glass keeps the heat inside the greenhouse. It is also like a little covering over the earth just like the glass,3
136378,The Atmosphere is holding the heat in like the green house is holding the heat in.,3
136367,The sun rays because the sun is giving off heat into the atmosphere and when that heat enters it try's to escape but its trapped in the atmosphere. ,3
136352,"The atmosphere keeps i a lot of heat and light if it gets through to the Earth. Like the greenhouse, less light and heat will escape.",4
136360,sun because the sun is like the heat going into the oven and the earth is the oven taking in some heat and refecting some heat.,2
136379,Because it take in solar radiation and some is reflected.,3
6971,It shows that the Atmosphere is covering the earth so the sun can not reflected that mush in to the earth,2
136368,"So the glass of the greenhouse keeps the heat and solar radiation in, but so does the atmoshpere.",4
136364,the suns rays come down to Earth and hit the atmosphere and it changes when it hits the Earths surface.,3
136384,When the sun shines on the atmosphere some light/heat is reflected and some goes straight through heating the Earth. This is much like the greenhouse glass,4
136393,"The Atmosphere is like the glass of the greenhouse, as it lets the heat in, but only lets some out. ",3
136413,The sun is in both pictures and it also makes a big effect on the objects and things in both pictures.,2
136394,The Earth is like the greenhouse's glass because it is adsorbing and reflecting light.,3
136405,I think the atmosphere is like the greenhouse glass  because when the sun comes down and hits the earth the atmosphere traps the heat and stops from too much of radiation coming in. ,4
136423,"the atmosphere locks the radiation from the sun, in other words, making sure it doesn't escape. Just like the glass.",4
136398,The atmosphere acts like the greenhouse glass because it doesn't let the heat escape and it absorbs all the heat and the sun's rays.,4
136414,It is like space because it is outside of everything else. ,2
136408,"In picture B, the sun keeps going down until it hit the Earth and then bounces off and goes back into the atmoshphere.",2
136420,"the glass is making the heat inside reflect back to the plants, the atmosphere is reflecting the heat back to the earth.",2
136419,"The greenhouse glass traps the heat inside of the greenhouse, just like how the atmosphere traps heat inside of the earth.",3
136424,It is like the glass because it lets some light in and keeps some light out.,4
136392,"The atmosphere will keep the light in the Earth and atmosphere keeps things in place like oxygen and will absorb the sun's radiation, energy or light and will keep it in from the atmosphere.",4
136426,because the sun is sending down rays which are bouncing all over the place.,3
136685,It is like the atmosphere because it lets in some light and reflects some too.,4
136403,"The part of the picture that is like the glass of the greenhouse is the atmosphere, because the suns energy is coming through the greenhouse glass just like the suns heat comes through the atmosphere and heats up the Earth on picture B. ",3
136422,I think that its the sun because the sun's heat gets in the greenhouse and then reflects.,2
136416,it reflects most of the heat but not all of the heat,2
136425,"It is like the sun because it is getting trapped in the greenhouse and making it hotter. When the molecules get trapped, it gets hotter because they are moving around everywhere.",2
136395, The glass retains the heat that is absorbed into the greenhouse. The atmosphere retains the heat that is reflected off of Earth's surface. These jobs are similar.,3
136474,The atmosphere reflects the light and heat inside like the glass of a greenhouse.,3
136467,The atmosphere acts like the glass because it is reflecting the heat back to the Earth creating a convection current.,2
136463,The atmosphere is like the glass from the greenhouse because it traps the heat like the glass.,3
136483,I said space is the answer because the space is reflecting the energy source to go back to the earth and heat it up.,2
136461,The light is absorbed making the Earth hotter and it acts just the same as the greenhouse gasses.,3
136465,The atmostsphere is because it is absorbing the light and traping it in. It is not letting any light out. ,4
136459,It's the closes thing to the radiation point.,2
136485,The atmopshere is like the glass because it conducting the sunlight from preventing it to leave with the sun's increasing temperature it's like the same thing as the solar panel that we did with our teammates.,4
136455,"Ont the Earth picture, the atmosphere is shown just above all the surfaces and just below all the surfaces. Also, the arrows are in and outside ",2
136453,The atmosphere is acting like the glass because it is conducting the sunlight and preventing it from leaving,4
136477,The earth is the one that is like the green house gases because it is reflecting off the sun.,2
136517,"I chose this because the rays have to get through them to get inside, and they stay under it unless they get get out.",2
136496,Parts of the atmosphere concentrate rays so that the ground gets the most light just like the glass.,3
136489,The atmosphere is like the glass since the atmosphere can trap the heat on the inside like the glass of the greenhouse. The greenhouse gases also keep the warm air or cool air on the inside.,3
136511,because its like the air  around the glass is absorbing the heat inside the core of the earth. ,2
136499,The glass of the greenhouse would be the atmosphere because it takes in the gases that are good for us and will reflect the gases that are bad for us.,2
136506,It is the atmosphere because it traps in heat and makes it bounce back to earth like a greenhouse.,3
136497,Because it is above the earth a little and it shows heat from the sun going in and not coming out.,2
136508,I chose the atmosphere because in picture B you can see that there is dots on the outside of earth that is the atmosphere.,2
141563,its earth cause there is plants and plants need to survive with oxegine.,2
136501,"The atmosphere is like the glass of the greenhouse because, the glass and the atmosphere will let some of the heat inside, but will not let some of the heat, leave/escape.",4
136493,The glass keeps heat from escaping and the atmosphere keeps ultraviolet rays from coming in.,3
136512,The atmosphere in the picture seems to keep the gases in earth and not outside of earth.,2
136503,This is because soloar radaition goes through the atmosphere and turns into heat.,4
136498,The atmosphere is like the glass of the greenhouse because it closes and keeps all the heat that comes toward to make the temperature increase. ,3
136520,,1
136494,"I chose the atmosphere because the atmosphere is basically the roof of Earth, letting Earth get heat from the sun.",2
136514,I chose the atmosphere because like picture A where it is showing a real greenhouse where light form the sun passes through the glass panels and heats the inside just like in picture B the atmosphere is another way of looking at the glass because all the sun is coming inside the atmosphere and from the earth it is reflecting out just like the glass and the greenhouse with glass panels.,4
136522,"The atmosphere is most like the glass of the greenhouse, directing the solar radiation toward earth and reflecting some of it. ",3
136558,Because heat goes right through the atmosphere. ,2
136567,The atmossphere gets the heat And reflects it also.,2
136555,The atmosphere keeps heat in just like the glass keeps heat in.,2
136571,The atmosphere is like a giant glass dome.,2
136551,the ozone acts like the glass of greenhouse ,2
136566,It looks the same because the SR can not escape in the greenhouse glass and the SR can not escape the atmosphere.,4
136549,"The atmosphere is like the glass of the green house, because when SR goes threw the roof, it hits the plants and UR light comes back, just like the earths atmosphere, and SR goes threw it and hits the earth, and comes back as UR light. I know this because on the wise project in 3.2 I think when we molded the green house gasses to guess are Hypotenuse we learned that green house gasses go threw objects and bounce back. ",4
136355,The glass of the greenhouse is like the atmosphere because because they both can reflect and absorb heat.,2
136492,I think this because the atmosphere is trapping the heat so it will heat up the place or thing it is hitting.,3
136361,The atmosphere is like the glass of a green house because the heat can come in but it is hard to get out. It also heats things up.,3
136354,It is like the glass because it reflects some and lets some in like the glass doses.,3
136387,The glass at the greenhouse gasses keeps the hot air in along with it allowing it to get into the greenhouse.  This is the roll the the atmosphere plays for the Earth.,3
136369,When the solar radiation reflects off of the earth one of the earths atmospheres  will keep it trapped on the earth instead of letting it go into space.,4
136351,The sun is like the glass because they both create heat.,2
136421,The Atmosphere does not let the heat out.,3
136397,"The Sun because, it shows how heat comes through the atmosphere ad the glass, but bounce off it and never gets out.",4
136412,the sun is because it shows how the greenhouse gassses bounce around but never get out.,2
136399,thw sun  will hit the crops making them grow,2
136402,In both pictures the sun is going either on to Earth or on the plants in the green house. ,2
136396,Because heat bounces of the sun into the atmosphere.,2
136407,The atmosphere traps the gasses like the glass does.,2
136406,In picture B it shows theheat or solar radiation hitting down from the sun and reflecting it like glass.,3
136417,The sun because it will heat up.,2
136410,because sun can go through it but not come out.,4
136409,,1
136450,The atmosphere will reflect most of the heat back onto earth. The glass will reflect the heat back into the house.,2
136451,Because solar energy is being absorbed and reflected just like at the greenhouse.,3
136468,I think the glass of the greenhouse is like the Atmosphere because it keeps our air in and it keeps the suns reflections from killing us and the suns reflection shines in the greenhouse and the glass keeps the heat in just like the Atmosphere.,4
136480,"The reason why is before anything, when try to get inside the earth you pass the Atmosphere. So the Atmosphere is like a shield that's protecting the earth. So if something does not belong in earth the Atmosphere sends it back off into space.",2
136482,The Atmosphere is the space between space and the Earth. Therefore making the heat stay within the Earth and the Earth Atmosphere.,3
136457,"The glass of a green house can let sunlight and solar radiation through, but it may be a bit difficult to let the heat and access light escape. That may be the same with Earth's atmosphere. It lets in solar radiation and light through. But once the light is reflected off the Earth's surface, I guess the atmosphere keeps it in. Or it may be heat instead.",5
136456,"Since the atmosphere is thicker than the air that humans breathe, it will help insulate the heat coming off of the Earth to escape, while the other side in space will let light come inside.",3
136454,"The atmosphere is like the green house glasses because it helps heat come in but, doesn't let it come out.",3
141561,It's like the atmosphere because in picture B it shows the Earth witch is the inside of the greenhouse and the next thing is the glass and the atmosphere so it is like the atmosphere.,2
136475,"The sun glass of the greenhouse will reflect all of the greenhouse.
",2
141559,well the Atmosphere keeps in the heat like the glass it keeps it in but rarely lets any in ,3
136481,The atmosphere is like the greenhouse glass because the sun rays pass through the atmosphere like the sun rays do when it passes through the glass of a greenhouse and it gets trapped and bounces off the earth's surface and back the the atmosphere and continues the cycle.,5
136469,I think the atmoseshpere is the glass for a greenhouse becauase it is letting heat in and heat out like the glass.,3
136507,"The glass of the greenhouse and the atmosphere both let controlled amounts of heat through and after it makes it's way through the atmosphere or glass, it cannot come back out again.",3
136502,I think so because once heat comes in it can't get out.,3
136515,Space because it is between eart and the sun,2
136553,because the earth is adsorbing all the heat,2
136583,The glass is like the atmosphere because it traps some of the heat from the sun.,3
136546,"The atmosphere reflects some sun and keeps in most, just like the glass in the greenhouse",3
136574,,1
136570,The solar radiation travels through space and passes through the atmosphere. When the solar rays pass through the atmosphere the rays get trapped and create heat. This warms up our planet.,5
136569,"When the solar radiation passes through the glass of the greenhouse, it becomes infrared radiation.It is very similar to what the atmosphere might do.",4
136580,I think that the atmosphere is like the glass of the greenhouse because you can see from the pictures that the sun radiation is coming in and out through out the glass at the top of the green house.,4
136564,"The atmosphere is most like the glass panels in the greenhouse because heat goes in, through the atmosphere, and to us humans, but it cannot escape or get out of the atmosphere once it comes again.  The greenhouse glass panels do the same thing. They hold heat inside the greenhouse so the plants can get warmer and grow.",3
136559,"If you look at the glass and the earths atmosphere, they both have a little sunlight going through. ",4
136561,,1
136576,i say the atmosphere because that is the layers after earth to keep us on earth and the glass like an atmosphere for the plants and for the air to stay in the greenhouse. and the glass stops the air from leaving well most of the air and the atmosphere keeps oxygen from leaving. So the atmosphere and the glass are like the same thing. ,3
136556,"I chose the Atmosphere becasue, like glass in a greenhouse, it prevents most light from coming in. ",3
136560,Because green house gasses reflect.,2
139536,"The atmosphere is the glass because it is the layer which has light coming in, but also has gases that Earth or the plants release trapped in.",5
139541,Sunlight passes through the atmosphere and heats the earth and it keeps the heat energy from escaping just like the glass panels.,5
139545,The atmosphere stops heat from escaping and lets the solar radiation come in.,5
139542,The glass in the greenhouse traps heat like the atmosphere trapping heat for Earth. ,3
139540,"The atmosphere is the top surface of Earth, and the glass of greenhouse is also a layer that sunlight would go through.",3
139866,"In the house, the rays go through the glass and into the plants. With the sun, the rays go through the atmosphere and go through the Earth.",4
139544,"The atmosphere is like the glass of the greenhouse because it allows heat from the sun to travel through the layer of glass (atmosphere) and whatever heat enters, the heat stays within the layer and cannot escape because it is being reflected back to earth.",2
139864,The atmosphere either traps or reflect the energy given off by the sun. ,4
139863,"The glass in the greenhouse traps in heat, such as the atmosphere keeping in heat on earth. ",3
139495,Because the atmosphere traps the heat and radiation from the sun like how the glass does it.,4
139494,"The part of the picture that is like the glass of the greenhouse is the atmosphere because the atmosphere traps different gases, thus having carbon dioxide and harmful gases trapped in our ozone layer and causing global warming. ",2
139492,The atmosphere contains carbon dioxide and other greenhouse gasses that trap heat within the atmosphere.,3
139824,I chose the atmosphere because the atmosphere is where the ozone layer is and all the heat gets trapped there.,2
139482,"The glass traps heat inside the greenhouse. In our atmosphere, the greenhouse gases trap heat and the greenhouse gases are part of our atmosphere. ",3
139493,"We can see that in the atmosphere, it is where the heat is bouncing back towards the earth, just like the other diagram where the glass if forcing the heat to bounce back to the plant.",2
139483,"The glass traps the greenhouse gas as shown in picture A and in picture b, we can see the dotted line keeps in the radiation from the sun to keep the earth warm - like the effect show in picture A. ",4
139834,"It acts like an insulator, and keeps the heat inside the earth.",3
139515,"The atmosphere acts like the glass of the greenhouse because it regulates the amount of light that enters the planet. The atmosphere reflects most of the sun's harmful radiation back into space while keeping the infrared radiation, similar to how the glass panel does in the greenhouse.",4
139831,"The atmosphere allows light to penetrate it, but also facilitates in capturing the energy and not letting it escape, emulating the glass in a greenhouse. ",5
139525,The atmosphere has greenhouse gasses like CO2 which trap air in.,2
139514,"The atmosphere is transparent, allowing light to go through.The atmosphere acts as a glass that traps the light energy from the sun when the Earth is reflecting the light, thus the Earth becomes warmer. ",5
139520,"The atmosphere is similar to the glass of the greenhouse because it takes in light energy. In a greenhouse, light energy is taken in from a solar panel into the greenhouse like the energy going into the atmosphere onto earth.",3
139518,The atmosphere is where the sun's rays pass through to reach the Earth's surface.  The atmosphere is like the glass of the greenhouse in that it will trap the heat energy from escaping.,5
139527,The atmosphere serves to trap heat energy on the earth just like the glass of the greenhouse.,4
139506,It reflecting the light from the sun and lets it pass through to earth as well.,4
139832,The atmosphere is like the glass of the greenhouse because it accepts light but does not let the heat go out. This is due to the gases in the atmosphere.,5
139833,"The glass is like the Earth's atmosphere because heat energy from the Earth is kept from escaping, just like in greenhouse. ",4
139505,"The glass of the greenhouse traps heat in the house after it has passed into the house through radiation. Similarly, the atmosphere traps heat from escaping the Earth after it has reached the Earth's surface.",5
139508,"The atmosphere (layer above the Earth) is ""clear"" like glass and the sun's light rays are able to penetrate through it because of its transparency. ",4
139507,"The glass is like the atmosphere because while it lets the light rays pass through, it also reflects some of the heat / light rays back out.",4
139836,"Greenhouse gases absorb this energy, thereby allowing less heat to escape back to space, and 'trapping' it in the lower atmosphere. Many greenhouse gases occur naturally in the atmosphere, such as carbon dioxide, methane, water vapor, and etc.",4
139526,Earths Atmosphere is like the glass of the greenhouse because the sun rays penetrate through and when they reflect back into the atmosphere some of the heat is trapped in the atmosphere. ,5
139528,They both allow energy in and seem to prevent it from escaping.,5
139521,The atmosphere contain an ozone layer that keep the heat energy from escaping like the glass of the freen house.,4
139517,The atmosphere keeps the light and heat trapped in the earth as seen in the diagram.,4
139861,They are both keeping the heat inside from escaping.,3
140326,The atmosphere is keeping the heat in just like the windows. ,3
139543,This is because the atmosphere acts as a mirror because it has molecules that trap sunlight in.,4
139865,The atmosphere acts like glass because it holds some of the heat inside.,3
139538,The sun passes through the atmosphere easily but traps it inside;greenhouse effect thus warming up our planet and acting like the glass of the greenhouse.,4
139533,The atmosphere traps the greenhouse gases on the Earth and heats up Earth. ,2
139539,Atmosphere does not reflect waves from the sun just like the glass but also traps in the infrared waves created.,4
139537,The atmosphere is like the glass of the greenhouse because the atmosphere holds various types of greenhouse gases which reflect infrared radiation back to the earth.,3
139862,The atmosphere acts as the glass of the greenhouse because it traps most of the heat inside the area and still allows some heat to leave the area.,3
139535,The light waves from the Sun are able to penetrate the atmosphere like they are able to penetrate the glass.,4
139534,The atmosphere is like the glass of the greenhouse because this is where the sun light goes in but never goes out. It traps the heat from the sun. ,5
139487,The atmosphere allows sun light to pass through and heating the earth. The atmosphere can also prevent heat energy from escaping into space.,5
139826,The atmosphere is where light from the sun passes through. The atmosphere just like the glass serves as an insulator that keeps the heat energy from escaping. The infrared radiation is reflected back to the earth.,5
139481,Like the glass of the greenhouse the atmosphere is not letting heat energy from the sun escape but is coming back down to the earth's surface.,4
139485,"The glass of the greenhouse traps the necessary amount of heat that will fit the amount that the plants need, and reflects the amount that the plants do not need. Like the glass, the atmosphere allows a certain amount of sun rays to penetrate the surface to warm up the surface and the ground of the Earth, but the left over amount that is not needed is reflected to space.",4
139497,The atmosphere is like the glass because it lets sun rays pass through but it doesn't let them out just like the glass does in the greenhouse.,5
139479,The atmosphere acts like the glass in the greenhouse. Light from the sun travels through the atmosphere and hits the Earth. That energy now bounces back off the Earth's surface in the form of heat. The Earth's atmosphere will trap the heat and keep it within the atmosphere.,5
139480,The gases of the atmosphere trap in the gases like the glass of the greenhouse. ,2
139496,"From picture B, the dotted line, which is the atmosphere, is preventing heat energy from escaping into space. ",4
139488,The atmosphere that surrounds the Earth and keeps the hot air inside is like the glass of the greenhouse that keeps the hot air inside.,3
139477,"The glass keeps the light from leaving the greenhouse to keep it warm, and the atmosphere is full of gases that does the same. Prevents infrared light and heat from leaving, keeping the globe warm.",4
139486,Since the atmosphere is what reflects sunlight back into space it is mostly similar to the glass panels on the greenhouse that reflects the sunlight.,3
139830,"The sun goes through the atmosphere (just like the sun goes through the window of the greenhouse in picture A) and becomes ""trapped"" inside. ",3
139501,The atmosphere is like the glass of the greenhouse because it is the point where the sun rays start the enter. ,4
139829,It is the border where the light can either be absorbed or reflected depending on the heat waves and radiation.,3
139489,I said the atmosphere is like the glass of the greenhouse because in the picture it is the atmosphere that is trapping the heat just like what the glass is doing in the greenhouse.,3
139490,"In the green house image, we could see that the radiation rays are entering and spliting as it passes the solar panels. In image B, the dotted lines do the same role of letting the rays enter and splitting the rays  at the same time. One could assume that that is the atmosphere. ",4
139491,"the glass for the green house help keeping heat in and warm the green house, similar to the atmosphere where that layer would keep heat it and prevent it from escaping into space.",3
139478,The atmosphere is essentially like our greenhouse roof. it collects the energy and heat from the sun and reflects back out toward space. We continue to keep warm with our atmosphere.   ,3
139827,the atmosphere is most like the glass because the greenhouse gasses pass by through both,2
139498,The atmosphere is like the glass of the greenhouse because it helps trap heat that is reflected off of the surface of Earth.,3
